frame,dataindex,datetime,lat,lon,hspeed,alt,track,gpstime,mode,heading,pitch,roll,sys,gyro,accel,temp_c,xl,yl,zl,xg,yg,zg
402,156,2018-06-03 07:41:03.218842,32.792837426,-117.092607374,0.166,57.537,136.6338,2018-06-03 07:41:03-07:00,3,359.9375,-102.375,1.75,0,3,1,31,0.04,0.02,0.04,0.3,9.57,-2.1
404,157,2018-06-03 07:41:03.329235,32.792837426,-117.092607374,0.166,57.537,136.6338,2018-06-03 07:41:03-07:00,3,359.9375,-102.375,1.75,0,3,1,31,0.04,0.0,0.04,0.3,9.57,-2.1
407,158,2018-06-03 07:41:03.433357,32.792837426,-117.092607374,0.166,57.537,136.6338,2018-06-03 07:41:03-07:00,3,359.9375,-102.375,1.75,0,3,1,31,0.02,0.01,0.02,0.3,9.57,-2.1
409,159,2018-06-03 07:41:03.541030,32.792837426,-117.092607374,0.166,57.537,136.6338,2018-06-03 07:41:03-07:00,3,359.9375,-102.375,1.75,0,3,1,31,0.02,0.01,0.02,0.3,9.57,-2.1
412,160,2018-06-03 07:41:03.653317,32.792837426,-117.092607374,0.166,57.537,136.6338,2018-06-03 07:41:03-07:00,3,359.9375,-102.375,1.75,0,3,1,31,0.03,0.03,0.03,0.3,9.57,-2.1
414,161,2018-06-03 07:41:03.761425,32.792837426,-117.092607374,0.166,57.537,136.6338,2018-06-03 07:41:03-07:00,3,359.9375,-102.375,1.75,0,3,1,31,0.04,0.01,0.04,0.3,9.57,-2.1
417,162,2018-06-03 07:41:03.873422,32.792837426,-117.092607374,0.166,57.537,136.6338,2018-06-03 07:41:03-07:00,3,359.9375,-102.375,1.75,0,3,1,31,0.04,0.01,0.04,0.3,9.57,-2.1
420,163,2018-06-03 07:41:03.980354,32.792837426,-117.092607374,0.166,57.537,136.6338,2018-06-03 07:41:03-07:00,3,359.9375,-102.375,1.75,0,3,1,31,0.04,0.02,0.04,0.3,9.57,-2.1
423,164,2018-06-03 07:41:04.083963,32.792837426,-117.092607374,0.319,57.537,118.0005,2018-06-03 07:41:04-07:00,3,359.9375,-102.375,1.75,0,3,1,31,0.05,0.02,0.05,0.3,9.57,-2.1
425,165,2018-06-03 07:41:04.187548,32.792837426,-117.092607374,0.319,57.537,118.0005,2018-06-03 07:41:04-07:00,3,359.9375,-102.375,1.75,0,3,1,31,0.05,0.02,0.05,0.3,9.57,-2.1
429,166,2018-06-03 07:41:04.292337,32.792837426,-117.092607374,0.319,57.537,118.0005,2018-06-03 07:41:04-07:00,3,359.9375,-102.375,1.75,0,3,1,31,0.04,0.02,0.04,0.3,9.57,-2.1
431,167,2018-06-03 07:41:04.395542,32.792837426,-117.092607374,0.319,57.537,118.0005,2018-06-03 07:41:04-07:00,3,359.9375,-102.375,1.75,0,3,1,31,0.03,0.0,0.03,0.3,9.57,-2.1
433,168,2018-06-03 07:41:04.500223,32.792837426,-117.092607374,0.319,57.537,118.0005,2018-06-03 07:41:04-07:00,3,359.9375,-102.375,1.75,0,3,1,31,0.03,0.01,0.03,0.3,9.57,-2.1
436,169,2018-06-03 07:41:04.603656,32.792837426,-117.092607374,0.34,57.537,82.1805,2018-06-03 07:41:05-07:00,3,359.9375,-102.375,1.75,0,3,1,31,0.03,0.01,0.03,0.3,9.57,-2.1
438,170,2018-06-03 07:41:04.707368,32.792837426,-117.092607374,0.34,57.537,82.1805,2018-06-03 07:41:05-07:00,3,359.9375,-102.375,1.75,0,3,1,31,0.04,0.01,0.04,0.3,9.57,-2.1
441,171,2018-06-03 07:41:04.810869,32.792837426,-117.092607374,0.34,57.537,82.1805,2018-06-03 07:41:05-07:00,3,359.9375,-102.375,1.75,0,3,1,31,0.03,0.01,0.03,0.3,9.57,-2.1
443,172,2018-06-03 07:41:04.914436,32.792837426,-117.092607374,0.34,57.537,82.1805,2018-06-03 07:41:05-07:00,3,359.9375,-102.375,1.75,0,3,1,31,0.03,0.02,0.03,0.3,9.57,-2.1
446,173,2018-06-03 07:41:05.018665,32.792837426,-117.092607374,0.34,57.537,82.1805,2018-06-03 07:41:05-07:00,3,359.9375,-102.375,1.75,0,3,1,31,0.03,0.02,0.03,0.3,9.57,-2.1
449,174,2018-06-03 07:41:05.130043,32.792837426,-117.092607374,0.34,57.537,82.1805,2018-06-03 07:41:05-07:00,3,359.9375,-102.375,1.75,0,3,1,31,0.05,0.01,0.05,0.3,9.57,-2.1
451,175,2018-06-03 07:41:05.233210,32.792837426,-117.092607374,0.34,57.537,82.1805,2018-06-03 07:41:05-07:00,3,359.9375,-102.375,1.75,0,3,1,31,0.03,0.02,0.03,0.3,9.57,-2.1
454,176,2018-06-03 07:41:05.336355,32.792837426,-117.092607374,0.34,57.537,82.1805,2018-06-03 07:41:05-07:00,3,359.9375,-102.375,1.75,0,3,1,31,0.03,0.02,0.03,0.3,9.57,-2.1
456,177,2018-06-03 07:41:05.439824,32.792837426,-117.092607374,0.34,57.537,82.1805,2018-06-03 07:41:05-07:00,3,359.9375,-102.375,1.75,0,3,1,31,0.04,0.0,0.04,0.3,9.57,-2.1
459,178,2018-06-03 07:41:05.545519,32.792847231,-117.092597869,0.93,57.696,17.3141,2018-06-03 07:41:06-07:00,3,359.9375,-102.375,1.75,0,3,1,31,0.05,0.01,0.05,0.3,9.57,-2.1
461,179,2018-06-03 07:41:05.649181,32.792847231,-117.092597869,0.93,57.696,17.3141,2018-06-03 07:41:06-07:00,3,359.9375,-102.375,1.75,0,3,1,31,0.05,0.01,0.05,0.3,9.57,-2.1
463,180,2018-06-03 07:41:05.752375,32.792847231,-117.092597869,0.93,57.696,17.3141,2018-06-03 07:41:06-07:00,3,359.9375,-102.375,1.75,0,3,1,31,0.03,0.0,0.03,0.3,9.57,-2.1
465,181,2018-06-03 07:41:05.855725,32.792847231,-117.092597869,0.93,57.696,17.3141,2018-06-03 07:41:06-07:00,3,359.9375,-102.375,1.75,0,3,1,31,0.03,0.02,0.03,0.3,9.57,-2.1
469,182,2018-06-03 07:41:05.959314,32.792847231,-117.092597869,0.93,57.696,17.3141,2018-06-03 07:41:06-07:00,3,359.9375,-102.375,1.75,0,3,1,31,0.04,0.02,0.04,0.3,9.57,-2.1
471,183,2018-06-03 07:41:06.062547,32.792847231,-117.092597869,0.93,57.696,17.3141,2018-06-03 07:41:06-07:00,3,359.9375,-102.375,1.75,0,3,1,31,0.04,0.02,0.04,0.3,9.57,-2.1
473,184,2018-06-03 07:41:06.166034,32.792847231,-117.092597869,0.93,57.696,17.3141,2018-06-03 07:41:06-07:00,3,359.9375,-102.375,1.75,0,3,1,31,0.05,0.0,0.05,0.3,9.57,-2.1
476,185,2018-06-03 07:41:06.278500,32.792847231,-117.092597869,0.93,57.696,17.3141,2018-06-03 07:41:06-07:00,3,359.9375,-102.375,1.75,0,3,1,31,0.03,0.0,0.03,0.3,9.57,-2.1
479,186,2018-06-03 07:41:06.384086,32.792847231,-117.092597869,0.93,57.696,17.3141,2018-06-03 07:41:06-07:00,3,359.9375,-102.375,1.75,0,3,1,31,0.04,0.01,0.04,0.3,9.57,-2.1
481,187,2018-06-03 07:41:06.489485,32.792847231,-117.092597869,0.93,57.696,17.3141,2018-06-03 07:41:06-07:00,3,359.9375,-102.375,1.75,0,3,1,31,0.04,0.01,0.04,0.3,9.57,-2.1
483,188,2018-06-03 07:41:06.599657,32.792847231,-117.092597869,0.93,57.696,17.3141,2018-06-03 07:41:06-07:00,3,359.9375,-102.375,1.75,0,3,1,31,0.03,0.0,0.03,0.3,9.57,-2.1
486,189,2018-06-03 07:41:06.725043,32.792847231,-117.092597869,0.93,57.696,17.3141,2018-06-03 07:41:06-07:00,3,359.9375,-102.375,1.75,0,3,1,31,0.03,0.0,0.03,0.3,9.57,-2.1
491,190,2018-06-03 07:41:06.840471,32.792847231,-117.092597869,0.93,57.696,17.3141,2018-06-03 07:41:06-07:00,3,359.9375,-102.375,1.75,0,3,1,31,0.05,0.02,0.05,0.3,9.57,-2.1
493,191,2018-06-03 07:41:06.951604,32.792847231,-117.092597869,0.956,57.696,24.1181,2018-06-03 07:41:07-07:00,3,359.9375,-102.375,1.75,0,3,1,31,0.03,0.01,0.03,0.3,9.57,-2.1
496,192,2018-06-03 07:41:07.065644,32.792847231,-117.092597869,0.956,57.696,24.1181,2018-06-03 07:41:07-07:00,3,359.9375,-102.375,1.75,0,3,1,31,0.04,0.01,0.04,0.3,9.57,-2.1
498,193,2018-06-03 07:41:07.168860,32.792847231,-117.092597869,0.956,57.696,24.1181,2018-06-03 07:41:07-07:00,3,359.9375,-102.375,1.75,0,3,1,31,0.04,0.01,0.04,0.3,9.57,-2.1
501,194,2018-06-03 07:41:07.272310,32.792847231,-117.092597869,0.956,57.696,24.1181,2018-06-03 07:41:07-07:00,3,359.9375,-102.375,1.75,0,3,1,31,0.05,0.04,0.05,0.3,9.57,-2.1
503,195,2018-06-03 07:41:07.376751,32.792847231,-117.092597869,0.956,57.696,24.1181,2018-06-03 07:41:07-07:00,3,359.9375,-102.375,1.75,0,3,1,31,0.04,0.0,0.04,0.3,9.57,-2.1
506,196,2018-06-03 07:41:07.491450,32.792847231,-117.092597869,0.956,57.696,24.1181,2018-06-03 07:41:07-07:00,3,359.9375,-102.375,1.75,0,3,1,31,0.04,0.0,0.04,0.3,9.57,-2.1
509,197,2018-06-03 07:41:07.610847,32.792850463,-117.092593007,0.421,58.986,15.7077,2018-06-03 07:41:08-07:00,3,359.9375,-102.375,1.75,0,3,1,31,0.05,0.0,0.05,0.3,9.57,-2.1
512,198,2018-06-03 07:41:07.714475,32.792850463,-117.092593007,0.421,58.986,15.7077,2018-06-03 07:41:08-07:00,3,359.9375,-102.375,1.75,0,3,1,31,0.04,0.01,0.04,0.3,9.57,-2.1
514,199,2018-06-03 07:41:07.817737,32.792850463,-117.092593007,0.421,58.986,15.7077,2018-06-03 07:41:08-07:00,3,359.9375,-102.375,1.75,0,3,1,31,0.04,0.0,0.04,0.3,9.57,-2.1
